Class,Spec,ItemName,Slot,Rank,Source,Website
druid,feral tank,Resolute Cape,back,4,Tailoring,wowtbc.gg
druid,feral tank,Blood Knight War Cloak,back,5,Badge of Justice (25),wowtbc.gg
druid,feral tank,Cloak of the Pit Stalker,back,6,Magtheridon's Lair,wowtbc.gg
druid,feral tank,Royal Cloak of Arathi Kings,back,7,Karazhan,wowtbc.gg
druid,feral tank,Farstrider Wildercloak,back,8,Karazhan,wowtbc.gg
druid,feral tank,Chestguard of the Fallen Defender,chest,1,Magtheridon's Lair,wowtbc.gg
druid,feral tank,Gladiator's Dragonhide Tunic,chest,2,PvP,wowtbc.gg
druid,feral tank,Primalstrike Vest,chest,3,Leatherworking,wowtbc.gg
druid,feral tank,Chestguard of the Conniver,chest,4,Karazhan,wowtbc.gg
druid,feral tank,Wastewalker Tunic,chest,5,The Blood Furnace (HC),wowtbc.gg
druid,feral tank,Terrorweave Tunic,chest,6,World Boss,wowtbc.gg
druid,feral tank,Heavy Clefthoof Vest,chest,7,Leatherworking,wowtbc.gg
druid,feral tank,Tunic of Assassination,chest,8,Mechanar,wowtbc.gg
druid,feral tank,Forestheart Bracers,wrist,1,Shattered Halls (HC),wowtbc.gg
druid,feral tank,General's Dragonhide Bracers,wrist,2,PvP,wowtbc.gg
druid,feral tank,Umberhowl's Collar,wrist,3,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
druid,feral tank,Nightfall Wristguards,wrist,4,Old Hillsbrad Foothills (HC),wowtbc.gg
druid,feral tank,Primalstrike Bracers,wrist,5,Leatherworking,wowtbc.gg
druid,feral tank,Bracers of Maliciousness,wrist,6,Karazhan,wowtbc.gg
druid,feral tank,Spymistress's Wristguards,wrist,7,Quest - The Soul Devices,wowtbc.gg
druid,feral tank,Shackles of Quagmirran,wrist,8,Slave Pens (HC),wowtbc.gg
druid,feral tank,Gloves of the Fallen Defender,hands,1,Karazhan,wowtbc.gg
druid,feral tank,Grips of Deftness,hands,2,Karazhan,wowtbc.gg
druid,feral tank,Gloves of Dexterous Manipulation,hands,3,Karazhan,wowtbc.gg
druid,feral tank,Liar's Tongue Gloves,hands,4,Magtheridon's Lair,wowtbc.gg
druid,feral tank,Wastewalker Gloves,hands,5,Shattered Halls,wowtbc.gg
druid,feral tank,Gladiator's Dragonhide Gloves,hands,6,PvP,wowtbc.gg
druid,feral tank,Verdant Gloves,hands,7,Quest - Akama's Promise,wowtbc.gg
druid,feral tank,Windslayer Wraps,hands,8,Leatherworking,wowtbc.gg
druid,feral tank,Tree-Mender's Belt,waist,1,Ramparts (HC),wowtbc.gg
druid,feral tank,Girdle of Treachery,waist,2,Karazhan,wowtbc.gg
druid,feral tank,General's Leather Belt,waist,3,PvP,wowtbc.gg
druid,feral tank,Girdle of the Deathdealer,waist,4,Black Morass (HC),wowtbc.gg
druid,feral tank,Gronn-Stitched Girdle,waist,5,Gruul's Lair,wowtbc.gg
druid,feral tank,Primalstrike Belt,waist,6,Leatherworking,wowtbc.gg
druid,feral tank,Manimal's Cinch,waist,7,Quest - Enraged Spirits of Air,wowtbc.gg
druid,feral tank,Dunewind Sash,waist,8,Underbog (HC),wowtbc.gg
druid,feral tank,Leggings of the Fallen Defender,legs,1,Gruul's Lair,wowtbc.gg
druid,feral tank,Skulker's Greaves,legs,2,Karazhan,wowtbc.gg
druid,feral tank,Forestwalker Kilt,legs,3,Mana Tombs (HC),wowtbc.gg
druid,feral tank,Gladiator's Dragonhide Legguards,legs,4,PvP,wowtbc.gg
druid,feral tank,Midnight Legguards,legs,5,Slave Pens (HC),wowtbc.gg
druid,feral tank,Clefthoof Hide Leggings,legs,6,Quest - Showdown,wowtbc.gg
druid,feral tank,Wastewalker Leggings,legs,7,Mana-Tombs (HC),wowtbc.gg
druid,feral tank,Shattrath Leggings,legs,8,Quest - Special Delivery to Shattrath City,wowtbc.gg
druid,feral tank,Zierhut's Lost Treads,feet,1,Karazhan,wowtbc.gg
druid,feral tank,Edgewalker Longboots,feet,2,Karazhan,wowtbc.gg
druid,feral tank,Barkchip Boots,feet,3,Underbog (HC),wowtbc.gg
druid,feral tank,General's Leather Boots,feet,4,PvP,wowtbc.gg
druid,feral tank,Shadowstep Striders,feet,5,Arcatraz,wowtbc.gg
druid,feral tank,Heavy Clefthoof Boots,feet,6,Leatherworking,wowtbc.gg
druid,feral tank,Silent-Strider Kneeboots,feet,7,Ramparts (HC),wowtbc.gg
druid,feral tank,Boots of the Shifting Sands,feet,8,Botanica,wowtbc.gg
druid,feral tank,Violet Signet of the Great Protector,finger,1,Rep - The Violet Eye - Exalted,wowtbc.gg
druid,feral tank,A'dal's Signet of Defense,finger,2,Quest - The Fall of Magtheridon,wowtbc.gg
druid,feral tank,Ring of Unyielding Force,finger,3,Badge of Justice (25),wowtbc.gg
druid,feral tank,Shapeshifter's Signet,finger,4,Rep - Lower City - Exalted,wowtbc.gg
druid,feral tank,Garona's Signet Ring,finger,5,Karazhan,wowtbc.gg
druid,feral tank,Ring of the Recalcitrant,finger,6,Quest - The Fall of Magtheridon,wowtbc.gg
druid,feral tank,Shermanar Great-Ring,finger,7,Karazhan,wowtbc.gg
druid,feral tank,Nexus-Prince's Ring of Balance,finger,8,Mana-Tombs (HC),wowtbc.gg
druid,feral tank,Violet Signet of the Master Assassin,finger,9,Rep - The Violet Eye - Exalted,wowtbc.gg
druid,feral tank,Bloodlust Brooch,trinket,1,Badge of Justice (41),wowtbc.gg
druid,feral tank,Goblin Rocket Launcher,trinket,2,Engineering,wowtbc.gg
druid,feral tank,Gnomish Poultryizer,trinket,3,Engineering,wowtbc.gg
druid,feral tank,Slayer's Crest,trinket,4,Naxxramas,wowtbc.gg
druid,feral tank,Drake Fang Talisman,trinket,5,Blackwing Lair,wowtbc.gg
druid,feral tank,Argussian Compass,trinket,6,The Underbog (HC),wowtbc.gg
druid,feral tank,Kiss of the Spider,trinket,7,Naxxramas,wowtbc.gg
druid,feral tank,Timelapse Shard,trinket,8,Rep - Keepers of Time - Exalted,wowtbc.gg
druid,feral tank,Moroes' Lucky Pocket Watch,trinket,9,Karazhan,wowtbc.gg
druid,feral tank,Terestian's Stranglestaff,weapon,1,Karazhan,wowtbc.gg
druid,feral tank,Gladiator's Maul,weapon,2,PvP,wowtbc.gg
druid,feral tank,Feral Staff of Lashing,weapon,3,Botanica (HC),wowtbc.gg
druid,feral tank,Earthwarden,weapon,4,Rep - Cenarion Expedition - Exalted,wowtbc.gg
druid,feral tank,Staff of Natural Fury,weapon,5,Auction House,wowtbc.gg
druid,feral tank,Greatstaff of the Leviathan,weapon,6,Underbog (HC),wowtbc.gg
druid,feral tank,Draenic Wildstaff,weapon,7,Auchenai Crypts (HC),wowtbc.gg
druid,feral tank,Staff of Beasts,weapon,8,Quest - The Ring of Blood: The Final Challenge,wowtbc.gg
druid,feral tank,Idol of Brutality,relic,1,Stratholme,wowtbc.gg
druid,feral tank,Idol of the Wild,relic,2,Quest - Colossal Menace,wowtbc.gg
druid,feral tank,Idol of Ursoc,relic,3,Underbog (HC),wowtbc.gg
mage,fire,Helm of the Fallen Hero,head,1,Karazhan,wowtbc.gg
mage,fire,Mana-Binders Cowl,head,2,Badge of Justice (50),wowtbc.gg
mage,fire,Spellstrike Hood,head,3,Tailoring,wowtbc.gg
mage,fire,Gladiator's Silk Cowl,head,4,PvP,wowtbc.gg
mage,fire,Incanter's Cowl,head,5,Mechanar,wowtbc.gg
mage,fire,Hood of Oblivion,head,6,Arcatraz,wowtbc.gg
mage,fire,Uni-Mind Headdress,head,7,Karazhan,wowtbc.gg
mage,fire,Hydromancer's Headwrap,head,8,Quest - The Warlord's Hideout,wowtbc.gg
mage,fire,Brooch of Unquenchable Fury,neck,1,Karazhan,wowtbc.gg
mage,fire,Adornment of Stolen Souls,neck,2,Karazhan,wowtbc.gg
mage,fire,Brooch of Heightened Potential,neck,3,Shadow Labyrinth,wowtbc.gg
mage,fire,Hydra-fang Necklace,neck,4,Underbog (HC),wowtbc.gg
mage,fire,Eye of the Night,neck,5,Jewelcrafting,wowtbc.gg
mage,fire,Torc of the Sethekk Prophet,neck,6,Quest - Brother Against Brother,wowtbc.gg
mage,fire,Natasha's Ember Necklace,neck,7,Quest - The Hound-Master,wowtbc.gg
mage,fire,Gem of Trapped Innocents,neck,8,Naxxramas,wowtbc.gg
mage,fire,Pauldrons of the Fallen Hero,shoulder,1,Gruul's Lair,wowtbc.gg
mage,fire,Gladiator's Silk Amice,shoulder,2,PvP,wowtbc.gg
mage,fire,Mana-Etched Spaulders,shoulder,3,Slave Pens (HC),wowtbc.gg
mage,fire,Spaulders of the Torn-heart,shoulder,4,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
mage,fire,Mantle of Three Terrors,shoulder,5,Black Morass,wowtbc.gg
mage,fire,High Warlord's Silk Amice,shoulder,6,PvP,wowtbc.gg
mage,fire,Rime Covered Mantle,shoulder,7,Naxxramas,wowtbc.gg
mage,fire,Spaulders of Oblivion,shoulder,8,Shadow Labyrinth,wowtbc.gg
mage,fire,Ruby Drape of the Mysticant,back,1,Karazhan,wowtbc.gg
mage,fire,Ancient Spellcloak of the Highborne,back,2,World Boss,wowtbc.gg
mage,fire,Brute Cloak of the Ogre-Magi,back,3,Gruul's Lair,wowtbc.gg
mage,fire,Cloak of the Necropolis,back,4,Naxxramas,wowtbc.gg
mage,fire,Sethekk Oracle Cloak,back,5,Sethekk Halls,wowtbc.gg
mage,fire,Shawl of Shifting Probabilities,back,6,Badge of Justice (25),wowtbc.gg
mage,fire,Cloak of the Devoured,back,7,Ahn'Qiraj,wowtbc.gg
mage,fire,Cloak of Entropy,back,8,Auction House,wowtbc.gg
mage,fire,Spellfire Robe,chest,1,Tailoring,wowtbc.gg
mage,fire,Robe of the Crimson Order,chest,2,Auction House,wowtbc.gg
mage,fire,Auchenai Anchorite's Robe,chest,3,Quest - Everything Will Be Alright,wowtbc.gg
mage,fire,Will of Edward the Odd,chest,4,Auction House,wowtbc.gg
mage,fire,Chestguard of the Fallen Hero,chest,5,Magtheridon's Lair,wowtbc.gg
mage,fire,Gladiator's Silk Raiment,chest,6,PvP,wowtbc.gg
mage,fire,Warp Infused Drape,chest,7,Botanica,wowtbc.gg
mage,fire,Mana-Etched Vestments,chest,8,Old Hillsbrad Foothills,wowtbc.gg
mage,fire,Crimson Bracers of Gloom,wrist,1,Ramparts (HC),wowtbc.gg
mage,fire,General's Silk Cuffs,wrist,2,Honor & WSG Marks,wowtbc.gg
mage,fire,Bracers of Havok,wrist,3,Tailoring,wowtbc.gg
mage,fire,Bands of Nefarious Deeds,wrist,4,Karazhan,wowtbc.gg
mage,fire,Bands of Negation,wrist,5,Mana-Tombs (HC),wowtbc.gg
mage,fire,The Soul Harvester's Bindings,wrist,6,Naxxramas,wowtbc.gg
mage,fire,Bracers of Arcane Accuracy,wrist,7,Blackwing Lair,wowtbc.gg
mage,fire,Rockfury Bracers,wrist,8,Rep - Cenarion Circle - Revered,wowtbc.gg
mage,fire,Anger-Spark Gloves,hands,1,World Boss,wowtbc.gg
mage,fire,Spellfire Gloves,hands,2,Tailoring,wowtbc.gg
mage,fire,Gloves of the Fallen Hero,hands,3,Karazhan,wowtbc.gg
mage,fire,Handwraps of Flowing Thought,hands,4,Karazhan,wowtbc.gg
mage,fire,Soul-Eater's Handwraps,hands,5,Magtheridon's Lair,wowtbc.gg
mage,fire,Gloves of the Deadwatcher,hands,6,Auchenai Crypts (HC),wowtbc.gg
mage,fire,Gloves of Pandemonium,hands,7,Auction House,wowtbc.gg
mage,fire,Gloves of Oblivion,hands,8,Shattered Halls,wowtbc.gg
mage,fire,Spellfire Belt,waist,1,Tailoring,wowtbc.gg
mage,fire,Inferno Waist Cord,waist,2,Karazhan,wowtbc.gg
mage,fire,Girdle of Ruination,waist,3,Tailoring,wowtbc.gg
mage,fire,Belt of Divine Inspiration,waist,4,Gruul's Lair,wowtbc.gg
mage,fire,Belt of Depravity,waist,5,Arcatraz (HC),wowtbc.gg
mage,fire,Malefic Girdle,waist,6,Karazhan,wowtbc.gg
mage,fire,Glyph-Lined Sash,waist,7,Mana-Tombs (HC),wowtbc.gg
mage,fire,A'dal's Gift,waist,8,Quest - How to Break Into the Arcatraz,wowtbc.gg
mage,fire,Leggings of the Seventh Circle,legs,1,World Boss,wowtbc.gg
mage,fire,Spellstrike Pants,legs,2,Tailoring,wowtbc.gg
mage,fire,Leggings of the Fallen Hero,legs,3,Gruul's Lair,wowtbc.gg
mage,fire,Trial-Fire Trousers,legs,4,Karazhan,wowtbc.gg
mage,fire,Breeches of the Occultist,legs,5,Black Morass (HC),wowtbc.gg
mage,fire,Pantaloons of Flaming Wrath,legs,6,Shattered Halls (HC),wowtbc.gg
mage,fire,Aran's Sorcerous Slacks,legs,7,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,fire,Gladiator's Silk Trousers,legs,8,PvP,wowtbc.gg
mage,fire,Ruby Slippers,feet,1,Karazhan,wowtbc.gg
mage,fire,Boots of Foretelling,feet,2,Karazhan,wowtbc.gg
mage,fire,Extravagant Boots of Malice,feet,3,Mana-Tombs (HC),wowtbc.gg
mage,fire,Sigil-Laced Boots,feet,4,Arcatraz,wowtbc.gg
mage,fire,General's Silk Footguards,feet,5,PvP,wowtbc.gg
mage,fire,Boots of the Nexus Warden,feet,6,Quest - The Flesh Lies...,wowtbc.gg
mage,fire,Shimmering Azure Boots,feet,7,Quest - Securing the Celestial Ridge,wowtbc.gg
mage,fire,Shattrath Jumpers,feet,8,Quest - Into the Heart of the Labyrinth,wowtbc.gg
mage,fire,Band of Crimson Fury,finger,1,Quest - The Fall of Magtheridon,wowtbc.gg
mage,fire,Ring of Recurrence,finger,2,Karazhan,wowtbc.gg
mage,fire,Sparking Arcanite Ring,finger,3,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,fire,Violet Signet of the Archmage,finger,4,Rep - The Violet Eye - Exalted,wowtbc.gg
mage,fire,Ashyen's Gift,finger,5,Rep - Cenarion Expedition - Exalted,wowtbc.gg
mage,fire,Ring of the Fallen God,finger,6,Quest - The Savior of Kalimdor,wowtbc.gg
mage,fire,Ring of the Eternal Flame,finger,7,Naxxramas,wowtbc.gg
mage,fire,Ring of Cryptic Dreams,finger,8,Badge of Justice (25),wowtbc.gg
mage,fire,Band of the Inevitable,finger,9,Naxxramas,wowtbc.gg
mage,fire,Scryer's Bloodgem,trinket,1,Rep - The Scryers - Revered,wowtbc.gg
mage,fire,Icon of the Silver Crescent,trinket,2,Badge of Justice (41),wowtbc.gg
mage,fire,Neltharion's Tear,trinket,3,Blackwing Lair,wowtbc.gg
mage,fire,Quagmirran's Eye,trinket,4,Slave Pens (HC),wowtbc.gg
mage,fire,Arcanist's Stone,trinket,5,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,fire,The Restrained Essence of Sapphiron,trinket,6,Naxxramas,wowtbc.gg
mage,fire,The Lightning Capacitor,trinket,7,Karazhan,wowtbc.gg
mage,fire,Eye of Magtheridon,trinket,8,Magtheridon's Lair,wowtbc.gg
mage,fire,Starkiller's Bauble,trinket,9,Quest - The Horrors of Pollution,wowtbc.gg
mage,fire,Talon of the Tempest,weapon,1,World Boss,wowtbc.gg
mage,fire,Bloodmaw Magus-Blade,weapon,2,Gruul's Lair,wowtbc.gg
mage,fire,Nathrezim Mindblade,weapon,3,Karazhan,wowtbc.gg
mage,fire,Gladiator's Spellblade,weapon,4,PvP,wowtbc.gg
mage,fire,Eternium Runed Blade,weapon,5,Blacksmithing,wowtbc.gg
mage,fire,Stormcaller,weapon,6,Rep - Thrallmar - Exalted (H),wowtbc.gg
mage,fire,Staff of Infinite Mysteries,weapon,7,Karazhan,wowtbc.gg
mage,fire,Blade of Wizardry,weapon,8,Auction House,wowtbc.gg
mage,fire,Flametongue Seal,off hand,1,Badge of Justice (25),wowtbc.gg
mage,fire,Jewel of Infinite Possibilities,off hand,2,Karazhan,wowtbc.gg
mage,fire,Lamp of Peaceful Radiance,off hand,3,Arcatraz,wowtbc.gg
mage,fire,Sapphiron's Left Eye,off hand,4,Naxxramas,wowtbc.gg
mage,fire,Talisman of Nightbane,off hand,5,Karazhan,wowtbc.gg
mage,fire,Royal Scepter of Vek'lor,off hand,6,Ahn'Qiraj,wowtbc.gg
mage,fire,Khadgar's Knapsack,off hand,7,Badge of Justice (25),wowtbc.gg
mage,fire,Star-Heart Lamp,off hand,8,Black Morass,wowtbc.gg
mage,fire,Tirisfal Wand of Ascendancy,ranged,1,Karazhan,wowtbc.gg
mage,fire,Eredar Wand of Obliteration,ranged,2,Magtheridon's Lair,wowtbc.gg
mage,fire,Nether Core's Control Rod,ranged,3,Arcatraz,wowtbc.gg
mage,fire,The Black Stalk,ranged,4,Underbog (HC),wowtbc.gg
mage,fire,Doomfinger,ranged,5,Naxxramas,wowtbc.gg
mage,fire,Wand of Fates,ranged,6,Naxxramas,wowtbc.gg
mage,fire,Voidfire Wand,ranged,7,Mana-Tombs,wowtbc.gg
mage,fire,Rod of Dire Shadows,ranged,8,Quest - The Will of the Warchief,wowtbc.gg
mage,frost,Helm of the Fallen Hero,head,1,Karazhan,wowtbc.gg
mage,frost,Mana-Binders Cowl,head,2,Badge of Justice (50),wowtbc.gg
mage,frost,Spellstrike Hood,head,3,Tailoring,wowtbc.gg
mage,frost,Gladiator's Silk Cowl,head,4,PvP,wowtbc.gg
mage,frost,Incanter's Cowl,head,5,Mechanar,wowtbc.gg
mage,frost,Hood of Oblivion,head,6,Arcatraz,wowtbc.gg
mage,frost,Uni-Mind Headdress,head,7,Karazhan,wowtbc.gg
mage,frost,Hydromancer's Headwrap,head,8,Quest - The Warlord's Hideout,wowtbc.gg
mage,frost,Brooch of Unquenchable Fury,neck,1,Karazhan,wowtbc.gg
mage,frost,Adornment of Stolen Souls,neck,2,Karazhan,wowtbc.gg
mage,frost,Brooch of Heightened Potential,neck,3,Shadow Labyrinth,wowtbc.gg
mage,frost,Hydra-fang Necklace,neck,4,Underbog (HC),wowtbc.gg
mage,frost,Eye of the Night,neck,5,Jewelcrafting,wowtbc.gg
mage,frost,Torc of the Sethekk Prophet,neck,6,Quest - Brother Against Brother,wowtbc.gg
mage,frost,Natasha's Ember Necklace,neck,7,Quest - The Hound-Master,wowtbc.gg
mage,frost,Gem of Trapped Innocents,neck,8,Naxxramas,wowtbc.gg
mage,frost,Frozen Shadoweave Shoulders,shoulder,1,Tailoring,wowtbc.gg
mage,frost,Pauldrons of the Fallen Hero,shoulder,2,Gruul's Lair,wowtbc.gg
mage,frost,Gladiator's Silk Amice,shoulder,3,PvP,wowtbc.gg
mage,frost,Mana-Etched Spaulders,shoulder,4,Slave Pens (HC),wowtbc.gg
mage,frost,Spaulders of the Torn-heart,shoulder,5,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
mage,frost,Mantle of Three Terrors,shoulder,6,Black Morass,wowtbc.gg
mage,frost,High Warlord's Silk Amice,shoulder,7,PvP,wowtbc.gg
mage,frost,Spaulders of Oblivion,shoulder,8,Shadow Labyrinth,wowtbc.gg
mage,frost,Ruby Drape of the Mysticant,back,1,Karazhan,wowtbc.gg
mage,frost,Ancient Spellcloak of the Highborne,back,2,World Boss,wowtbc.gg
mage,frost,Brute Cloak of the Ogre-Magi,back,3,Gruul's Lair,wowtbc.gg
mage,frost,Cloak of the Necropolis,back,4,Naxxramas,wowtbc.gg
mage,frost,Sethekk Oracle Cloak,back,5,Sethekk Halls,wowtbc.gg
mage,frost,Shawl of Shifting Probabilities,back,6,Badge of Justice (25),wowtbc.gg
mage,frost,Cloak of the Devoured,back,7,Ahn'Qiraj,wowtbc.gg
mage,frost,Cloak of Entropy,back,8,Auction House,wowtbc.gg
mage,frost,Robe of the Crimson Order,chest,1,Auction House,wowtbc.gg
mage,frost,Auchenai Anchorite's Robe,chest,2,Quest - Everything Will Be Alright,wowtbc.gg
mage,frost,Frozen Shadoweave Robe,chest,3,Tailoring,wowtbc.gg
mage,frost,Will of Edward the Odd,chest,4,Auction House,wowtbc.gg
mage,frost,Chestguard of the Fallen Hero,chest,5,Magtheridon's Lair,wowtbc.gg
mage,frost,Gladiator's Silk Raiment,chest,6,PvP,wowtbc.gg
mage,frost,Warp Infused Drape,chest,7,Botanica,wowtbc.gg
mage,frost,Mana-Etched Vestments,chest,8,Old Hillsbrad Foothills,wowtbc.gg
mage,frost,Crimson Bracers of Gloom,wrist,1,Ramparts (HC),wowtbc.gg
mage,frost,General's Silk Cuffs,wrist,2,Honor & WSG Marks,wowtbc.gg
mage,frost,Bracers of Havok,wrist,3,Tailoring,wowtbc.gg
mage,frost,Bands of Nefarious Deeds,wrist,4,Karazhan,wowtbc.gg
mage,frost,Bands of Negation,wrist,5,Mana-Tombs (HC),wowtbc.gg
mage,frost,The Soul Harvester's Bindings,wrist,6,Naxxramas,wowtbc.gg
mage,frost,Bracers of Arcane Accuracy,wrist,7,Blackwing Lair,wowtbc.gg
mage,frost,Rockfury Bracers,wrist,8,Rep - Cenarion Circle - Revered,wowtbc.gg
mage,frost,Anger-Spark Gloves,hands,1,World Boss,wowtbc.gg
mage,frost,Gloves of the Fallen Hero,hands,2,Karazhan,wowtbc.gg
mage,frost,Handwraps of Flowing Thought,hands,3,Karazhan,wowtbc.gg
mage,frost,Soul-Eater's Handwraps,hands,4,Magtheridon's Lair,wowtbc.gg
mage,frost,Grasp of the Dead,hands,5,Karazhan,wowtbc.gg
mage,frost,Gloves of the Deadwatcher,hands,6,Auchenai Crypts (HC),wowtbc.gg
mage,frost,Gloves of Pandemonium,hands,7,Auction House,wowtbc.gg
mage,frost,Gloves of Oblivion,hands,8,Shattered Halls,wowtbc.gg
mage,frost,Girdle of Ruination,waist,1,Tailoring,wowtbc.gg
mage,frost,Belt of Divine Inspiration,waist,2,Gruul's Lair,wowtbc.gg
mage,frost,Belt of Depravity,waist,3,Arcatraz (HC),wowtbc.gg
mage,frost,Malefic Girdle,waist,4,Karazhan,wowtbc.gg
mage,frost,Glyph-Lined Sash,waist,5,Mana-Tombs (HC),wowtbc.gg
mage,frost,A'dal's Gift,waist,6,Quest - How to Break Into the Arcatraz,wowtbc.gg
mage,frost,Sash of Sealed Fate,waist,7,Auction House,wowtbc.gg
mage,frost,Coldwhisper Cord,waist,8,Slave Pens (HC),wowtbc.gg
mage,frost,Leggings of the Seventh Circle,legs,1,World Boss,wowtbc.gg
mage,frost,Spellstrike Pants,legs,2,Tailoring,wowtbc.gg
mage,frost,Leggings of the Fallen Hero,legs,3,Gruul's Lair,wowtbc.gg
mage,frost,Trial-Fire Trousers,legs,4,Karazhan,wowtbc.gg
mage,frost,Breeches of the Occultist,legs,5,Black Morass (HC),wowtbc.gg
mage,frost,Pantaloons of Flaming Wrath,legs,6,Shattered Halls (HC),wowtbc.gg
mage,frost,Aran's Sorcerous Slacks,legs,7,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,frost,Gladiator's Silk Trousers,legs,8,PvP,wowtbc.gg
mage,frost,Frozen Shadoweave Boots,feet,1,Tailoring,wowtbc.gg
mage,frost,Ruby Slippers,feet,2,Karazhan,wowtbc.gg
mage,frost,Boots of Foretelling,feet,3,Karazhan,wowtbc.gg
mage,frost,Extravagant Boots of Malice,feet,4,Mana-Tombs (HC),wowtbc.gg
mage,frost,Sigil-Laced Boots,feet,5,Arcatraz,wowtbc.gg
mage,frost,General's Silk Footguards,feet,6,PvP,wowtbc.gg
mage,frost,Ringo's Blizzard Boots,feet,7,Blackwing Lair,wowtbc.gg
mage,frost,Boots of the Nexus Warden,feet,8,Quest - The Flesh Lies...,wowtbc.gg
mage,frost,Band of Crimson Fury,finger,1,Quest - The Fall of Magtheridon,wowtbc.gg
mage,frost,Ring of Recurrence,finger,2,Karazhan,wowtbc.gg
mage,frost,Sparking Arcanite Ring,finger,3,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,frost,Violet Signet of the Archmage,finger,4,Rep - The Violet Eye - Exalted,wowtbc.gg
mage,frost,Ashyen's Gift,finger,5,Rep - Cenarion Expedition - Exalted,wowtbc.gg
mage,frost,Ring of the Fallen God,finger,6,Quest - The Savior of Kalimdor,wowtbc.gg
mage,frost,Ring of Cryptic Dreams,finger,7,Badge of Justice (25),wowtbc.gg
mage,frost,Band of the Inevitable,finger,8,Naxxramas,wowtbc.gg
mage,frost,Frostfire Ring,finger,9,Naxxramas,wowtbc.gg
mage,frost,Icon of the Silver Crescent,trinket,1,Badge of Justice (41),wowtbc.gg
mage,frost,The Restrained Essence of Sapphiron,trinket,2,Naxxramas,wowtbc.gg
mage,frost,Scryer's Bloodgem,trinket,3,Rep - The Scryers - Revered,wowtbc.gg
mage,frost,Quagmirran's Eye,trinket,4,Slave Pens (HC),wowtbc.gg
mage,frost,Neltharion's Tear,trinket,5,Blackwing Lair,wowtbc.gg
mage,frost,The Lightning Capacitor,trinket,6,Karazhan,wowtbc.gg
mage,frost,Arcanist's Stone,trinket,7,Old Hillsbrad Foothills (HC),wowtbc.gg
mage,frost,Eye of Magtheridon,trinket,8,Magtheridon's Lair,wowtbc.gg
mage,frost,Starkiller's Bauble,trinket,9,Quest - The Horrors of Pollution,wowtbc.gg
mage,frost,Talon of the Tempest,weapon,1,World Boss,wowtbc.gg
mage,frost,Bloodmaw Magus-Blade,weapon,2,Gruul's Lair,wowtbc.gg
mage,frost,Nathrezim Mindblade,weapon,3,Karazhan,wowtbc.gg
mage,frost,Gladiator's Spellblade,weapon,4,PvP,wowtbc.gg
mage,frost,Eternium Runed Blade,weapon,5,Blacksmithing,wowtbc.gg
mage,frost,Stormcaller,weapon,6,Rep - Thrallmar - Exalted (H),wowtbc.gg
mage,frost,Blade of Wizardry,weapon,7,Auction House,wowtbc.gg
mage,frost,Staff of Infinite Mysteries,weapon,8,Karazhan,wowtbc.gg
mage,frost,Sapphiron's Wing Bone,off hand,1,Badge of Justice (25),wowtbc.gg
mage,frost,Jewel of Infinite Possibilities,off hand,2,Karazhan,wowtbc.gg
mage,frost,Lamp of Peaceful Radiance,off hand,3,Arcatraz,wowtbc.gg
mage,frost,Sapphiron's Left Eye,off hand,4,Naxxramas,wowtbc.gg
mage,frost,Talisman of Nightbane,off hand,5,Karazhan,wowtbc.gg
mage,frost,Royal Scepter of Vek'lor,off hand,6,Ahn'Qiraj,wowtbc.gg
mage,frost,Khadgar's Knapsack,off hand,7,Badge of Justice (25),wowtbc.gg
mage,frost,Star-Heart Lamp,off hand,8,Black Morass,wowtbc.gg
mage,frost,Tirisfal Wand of Ascendancy,ranged,1,Karazhan,wowtbc.gg
mage,frost,Eredar Wand of Obliteration,ranged,2,Magtheridon's Lair,wowtbc.gg
mage,frost,Nether Core's Control Rod,ranged,3,Arcatraz,wowtbc.gg
mage,frost,The Black Stalk,ranged,4,Underbog (HC),wowtbc.gg
mage,frost,Doomfinger,ranged,5,Naxxramas,wowtbc.gg
mage,frost,Wand of Fates,ranged,6,Naxxramas,wowtbc.gg
mage,frost,Voidfire Wand,ranged,7,Mana-Tombs,wowtbc.gg
mage,frost,Rod of Dire Shadows,ranged,8,Quest - The Will of the Warchief,wowtbc.gg
warrior,fury,Helm of the Fallen Defender,head,1,Karazhan,wowtbc.gg
warrior,fury,Malefic Mask of the Shadows,head,2,Gruul's Lair,wowtbc.gg
warrior,fury,Mask of the Deceiver,head,3,Badge of Justice (50),wowtbc.gg
warrior,fury,Wastewalker Helm,head,4,Old Hillsbrad Foothills (HC),wowtbc.gg
warrior,fury,Helm of the Claw,head,5,Quest - The Warlord's Hideout,wowtbc.gg
warrior,fury,Helm of Assassination,head,6,Arcatraz,wowtbc.gg
warrior,fury,Cowl of Defiance,head,7,Karazhan,wowtbc.gg
